Evaluate inference time cost...
get Get outputs
start to dump
start to json
Node Name                                  Ops                                        Time(us)  Time(%)  Shape              Inputs  Outputs  
tvmgen_default_fused_sqrt_2            tvmgen_default_fused_sqrt_2            9.332      0.028    (80,)              1       1        
tvmgen_default_fused_add_171           tvmgen_default_fused_add_17            9.324      0.028    (96,)              2       1        
tvmgen_default_fused_negative_3        tvmgen_default_fused_negative_3        9.323      0.028    (192,)             1       1        
tvmgen_default_fused_divide_3          tvmgen_default_fused_divide_3          9.321      0.028    (192,)             2       1        
tvmgen_default_fused_add_5             tvmgen_default_fused_add_5             9.318      0.028    (64,)              2       1        
tvmgen_default_fused_divide_13         tvmgen_default_fused_divide_1          9.314      0.028    (64,)              2       1        
tvmgen_default_fused_add_173           tvmgen_default_fused_add_17            9.313      0.028    (96,)              2       1        
tvmgen_default_fused_add_18            tvmgen_default_fused_add_18            9.311      0.028    (96,)              2       1        
tvmgen_default_fused_divide_15         tvmgen_default_fused_divide_1          9.31       0.028    (64,)              2       1        
tvmgen_default_fused_divide_11         tvmgen_default_fused_divide_1          9.308      0.028    (64,)              2       1        
tvmgen_default_fused_divide_18         tvmgen_default_fused_divide_1          9.307      0.028    (64,)              2       1        
tvmgen_default_fused_add_21            tvmgen_default_fused_add_21            9.307      0.028    (384,)             2       1        
tvmgen_default_fused_divide_110        tvmgen_default_fused_divide_1          9.305      0.028    (64,)              2       1        
tvmgen_default_fused_divide_34         tvmgen_default_fused_divide_3          9.304      0.028    (192,)             2       1        
tvmgen_default_fused_divide_12         tvmgen_default_fused_divide_1          9.301      0.028    (64,)              2       1        
tvmgen_default_fused_divide_57         tvmgen_default_fused_divide_5          9.3        0.028    (96,)              2       1        
tvmgen_default_fused_multiply_194      tvmgen_default_fused_multiply_19       9.293      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_add_14            tvmgen_default_fused_add_14            9.285      0.028    (48,)              2       1        
tvmgen_default_fused_negative_5        tvmgen_default_fused_negative_5        9.282      0.028    (96,)              1       1        
tvmgen_default_fused_multiply_27       tvmgen_default_fused_multiply_27       9.277      0.028    (1, 448, 8, 8)     2       1        
tvmgen_default_fused_divide_315        tvmgen_default_fused_divide_3          9.276      0.028    (192,)             2       1        
tvmgen_default_fused_add_29            tvmgen_default_fused_add_29            9.271      0.028    (160,)             2       1        
tvmgen_default_fused_divide_81         tvmgen_default_fused_divide_8          9.271      0.028    (160,)             2       1        
tvmgen_default_fused_divide_311        tvmgen_default_fused_divide_3          9.271      0.028    (192,)             2       1        
tvmgen_default_fused_divide_112        tvmgen_default_fused_divide_1          9.27       0.028    (64,)              2       1        
tvmgen_default_fused_divide_88         tvmgen_default_fused_divide_8          9.27       0.028    (160,)             2       1        
tvmgen_default_fused_add_26            tvmgen_default_fused_add_26            9.268      0.028    (128,)             2       1        
tvmgen_default_fused_divide_811        tvmgen_default_fused_divide_8          9.268      0.028    (160,)             2       1        
tvmgen_default_fused_negative_2        tvmgen_default_fused_negative_2        9.267      0.028    (80,)              1       1        
tvmgen_default_fused_divide_84         tvmgen_default_fused_divide_8          9.265      0.028    (160,)             2       1        
tvmgen_default_fused_divide_74         tvmgen_default_fused_divide_7          9.262      0.028    (128,)             2       1        
tvmgen_default_fused_divide_85         tvmgen_default_fused_divide_8          9.259      0.028    (160,)             2       1        
tvmgen_default_fused_divide_67         tvmgen_default_fused_divide_6          9.258      0.028    (384,)             2       1        
tvmgen_default_fused_sqrt_19           tvmgen_default_fused_sqrt_1            9.253      0.028    (64,)              1       1        
tvmgen_default_fused_add_30            tvmgen_default_fused_add_30            9.251      0.028    (160,)             2       1        
tvmgen_default_fused_multiply_193      tvmgen_default_fused_multiply_19       9.247      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_multiply_191      tvmgen_default_fused_multiply_19       9.246      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_add_48            tvmgen_default_fused_add_4             9.242      0.028    (64,)              2       1        
tvmgen_default_fused_add_41            tvmgen_default_fused_add_4             9.24       0.028    (64,)              2       1        
tvmgen_default_fused_divide_318        tvmgen_default_fused_divide_3          9.24       0.028    (192,)             2       1        
tvmgen_default_fused_divide_83         tvmgen_default_fused_divide_8          9.237      0.028    (160,)             2       1        
tvmgen_default_fused_sqrt_41           tvmgen_default_fused_sqrt_4            9.236      0.028    (48,)              1       1        
tvmgen_default_fused_divide_87         tvmgen_default_fused_divide_8          9.235      0.028    (160,)             2       1        
tvmgen_default_fused_negative_10       tvmgen_default_fused_negative_10       9.232      0.028    (448,)             1       1        
tvmgen_default_fused_multiply_195      tvmgen_default_fused_multiply_19       9.229      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_add_281           tvmgen_default_fused_add_28            9.226      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_nn_relu_14        tvmgen_default_fused_nn_relu_14        9.226      0.028    (1, 320, 8, 8)     1       1        
tvmgen_default_fused_add_175           tvmgen_default_fused_add_17            9.225      0.028    (96,)              2       1        
tvmgen_default_fused_multiply_135      tvmgen_default_fused_multiply_13       9.224      0.028    (96,)              2       1        
tvmgen_default_fused_multiply_23       tvmgen_default_fused_multiply_23       9.224      0.028    (1, 320, 8, 8)     2       1        
tvmgen_default_fused_divide_101        tvmgen_default_fused_divide_10         9.223      0.028    (448,)             2       1        
tvmgen_default_fused_sqrt_7            tvmgen_default_fused_sqrt_7            9.219      0.028    (128,)             1       1        
tvmgen_default_fused_add_1             tvmgen_default_fused_add_1             9.218      0.028    (32,)              2       1        
tvmgen_default_fused_add_36            tvmgen_default_fused_add_36            9.218      0.028    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_divide_89         tvmgen_default_fused_divide_8          9.216      0.028    (160,)             2       1        
tvmgen_default_fused_divide_310        tvmgen_default_fused_divide_3          9.214      0.028    (192,)             2       1        
tvmgen_default_fused_add_176           tvmgen_default_fused_add_17            9.211      0.028    (96,)              2       1        
tvmgen_default_fused_negative_8        tvmgen_default_fused_negative_8        9.211      0.028    (160,)             1       1        
tvmgen_default_fused_add_8             tvmgen_default_fused_add_8             9.21       0.028    (80,)              2       1        
tvmgen_default_fused_negative_6        tvmgen_default_fused_negative_6        9.209      0.028    (384,)             1       1        
tvmgen_default_fused_divide_68         tvmgen_default_fused_divide_6          9.207      0.028    (384,)             2       1        
tvmgen_default_fused_divide_312        tvmgen_default_fused_divide_3          9.202      0.028    (192,)             2       1        
tvmgen_default_fused_multiply_252      tvmgen_default_fused_multiply_25       9.202      0.028    (1, 192, 8, 8)     2       1        
tvmgen_default_fused_divide_610        tvmgen_default_fused_divide_6          9.2        0.028    (384,)             2       1        
tvmgen_default_fused_add_282           tvmgen_default_fused_add_28            9.198      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_add_39            tvmgen_default_fused_add_39            9.197      0.028    (1, 448, 8, 8)     2       1        
tvmgen_default_fused_multiply_26       tvmgen_default_fused_multiply_26       9.195      0.028    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_divide_328        tvmgen_default_fused_divide_3          9.195      0.028    (192,)             2       1        
tvmgen_default_fused_divide_320        tvmgen_default_fused_divide_3          9.194      0.028    (192,)             2       1        
tvmgen_default_fused_multiply_1        tvmgen_default_fused_multiply_1        9.191      0.028    (32,)              2       1        
tvmgen_default_fused_sqrt_31           tvmgen_default_fused_sqrt_3            9.19       0.028    (192,)             1       1        
tvmgen_default_fused_add_34            tvmgen_default_fused_add_34            9.19       0.028    (1, 320, 8, 8)     2       1        
tvmgen_default_fused_sqrt_54           tvmgen_default_fused_sqrt_5            9.189      0.028    (96,)              1       1        
tvmgen_default_fused_negative_31       tvmgen_default_fused_negative_3        9.188      0.028    (192,)             1       1        
tvmgen_default_fused_add_285           tvmgen_default_fused_add_28            9.188      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_sqrt_9            tvmgen_default_fused_sqrt_9            9.187      0.028    (320,)             1       1        
tvmgen_default_fused_divide_73         tvmgen_default_fused_divide_7          9.186      0.028    (128,)             2       1        
tvmgen_default_fused_divide_324        tvmgen_default_fused_divide_3          9.186      0.028    (192,)             2       1        
tvmgen_default_fused_add_10            tvmgen_default_fused_add_10            9.183      0.028    (192,)             2       1        
tvmgen_default_fused_add_174           tvmgen_default_fused_add_17            9.179      0.028    (96,)              2       1        
tvmgen_default_fused_divide_65         tvmgen_default_fused_divide_6          9.179      0.028    (384,)             2       1        
tvmgen_default_fused_sqrt_53           tvmgen_default_fused_sqrt_5            9.178      0.028    (96,)              1       1        
tvmgen_default_fused_add_172           tvmgen_default_fused_add_17            9.174      0.028    (96,)              2       1        
tvmgen_default_fused_add_284           tvmgen_default_fused_add_28            9.174      0.028    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_divide_69         tvmgen_default_fused_divide_6          9.174      0.028    (384,)             2       1        
tvmgen_default_fused_sqrt_42           tvmgen_default_fused_sqrt_4            9.172      0.028    (48,)              1       1        
tvmgen_default_fused_sqrt_15           tvmgen_default_fused_sqrt_1            9.171      0.028    (64,)              1       1        
tvmgen_default_fused_divide_75         tvmgen_default_fused_divide_7          9.169      0.028    (128,)             2       1        
tvmgen_default_fused_divide_314        tvmgen_default_fused_divide_3          9.168      0.028    (192,)             2       1        
tvmgen_default_fused_divide_38         tvmgen_default_fused_divide_3          9.162      0.028    (192,)             2       1        
tvmgen_default_fused_divide_66         tvmgen_default_fused_divide_6          9.159      0.028    (384,)             2       1        
tvmgen_default_fused_multiply_20       tvmgen_default_fused_multiply_20       9.157      0.028    (128,)             2       1        
tvmgen_default_fused_sqrt_10           tvmgen_default_fused_sqrt_10           9.157      0.028    (448,)             1       1        
tvmgen_default_fused_divide_810        tvmgen_default_fused_divide_8          9.156      0.028    (160,)             2       1        
tvmgen_default_fused_add_214           tvmgen_default_fused_add_21            9.155      0.028    (384,)             2       1        
tvmgen_default_fused_add_22            tvmgen_default_fused_add_22            9.152      0.028    (384,)             2       1        
tvmgen_default_fused_nn_relu_17        tvmgen_default_fused_nn_relu_17        9.152      0.028    (1, 448, 8, 8)     1       1        
tvmgen_default_fused_sqrt_12           tvmgen_default_fused_sqrt_1            9.148      0.027    (64,)              1       1        
tvmgen_default_fused_add_32            tvmgen_default_fused_add_32            9.148      0.027    (320,)             2       1        
tvmgen_default_fused_divide_317        tvmgen_default_fused_divide_3          9.141      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_25       tvmgen_default_fused_multiply_25       9.14       0.027    (1, 192, 8, 8)     2       1        
tvmgen_default_fused_multiply_13       tvmgen_default_fused_multiply_13       9.138      0.027    (96,)              2       1        
tvmgen_default_fused_nn_relu_16        tvmgen_default_fused_nn_relu_16        9.134      0.027    (1, 384, 8, 8)     1       1        
tvmgen_default_fused_divide_39         tvmgen_default_fused_divide_3          9.133      0.027    (192,)             2       1        
tvmgen_default_fused_sqrt_71           tvmgen_default_fused_sqrt_7            9.132      0.027    (128,)             1       1        
tvmgen_default_fused_divide_62         tvmgen_default_fused_divide_6          9.131      0.027    (384,)             2       1        
tvmgen_default_fused_add_15            tvmgen_default_fused_add_15            9.128      0.027    (48,)              2       1        
tvmgen_default_fused_add_27            tvmgen_default_fused_add_27            9.127      0.027    (128,)             2       1        
tvmgen_default_fused_nn_relu_123       tvmgen_default_fused_nn_relu_12        9.126      0.027    (1, 128, 17, 17)   1       1        
tvmgen_default_fused_sqrt_82           tvmgen_default_fused_sqrt_8            9.126      0.027    (160,)             1       1        
tvmgen_default_fused_divide_611        tvmgen_default_fused_divide_6          9.124      0.027    (384,)             2       1        
tvmgen_default_fused_nn_relu_122       tvmgen_default_fused_nn_relu_12        9.122      0.027    (1, 128, 17, 17)   1       1        
tvmgen_default_fused_divide_64         tvmgen_default_fused_divide_6          9.122      0.027    (384,)             2       1        
tvmgen_default_fused_negative_7        tvmgen_default_fused_negative_7        9.119      0.027    (128,)             1       1        
tvmgen_default_fused_sqrt_52           tvmgen_default_fused_sqrt_5            9.115      0.027    (96,)              1       1        
tvmgen_default_fused_add_183           tvmgen_default_fused_add_18            9.115      0.027    (96,)              2       1        
tvmgen_default_fused_sqrt_18           tvmgen_default_fused_sqrt_1            9.115      0.027    (64,)              1       1        
tvmgen_default_fused_divide_321        tvmgen_default_fused_divide_3          9.111      0.027    (192,)             2       1        
tvmgen_default_fused_add_101           tvmgen_default_fused_add_10            9.11       0.027    (192,)             2       1        
tvmgen_default_fused_add_283           tvmgen_default_fused_add_28            9.108      0.027    (1, 128, 17, 17)   2       1        
tvmgen_default_fused_add_111           tvmgen_default_fused_add_11            9.107      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_22       tvmgen_default_fused_multiply_22       9.106      0.027    (160,)             2       1        
tvmgen_default_fused_negative_42       tvmgen_default_fused_negative_4        9.104      0.027    (48,)              1       1        
tvmgen_default_fused_add_221           tvmgen_default_fused_add_22            9.103      0.027    (384,)             2       1        
tvmgen_default_fused_add_58            tvmgen_default_fused_add_5             9.102      0.027    (64,)              2       1        
tvmgen_default_fused_nn_relu_121       tvmgen_default_fused_nn_relu_12        9.102      0.027    (1, 128, 17, 17)   1       1        
tvmgen_default_fused_nn_relu_125       tvmgen_default_fused_nn_relu_12        9.1        0.027    (1, 128, 17, 17)   1       1        
tvmgen_default_fused_sqrt_111          tvmgen_default_fused_sqrt_1            9.099      0.027    (64,)              1       1        
tvmgen_default_fused_sqrt_61           tvmgen_default_fused_sqrt_6            9.096      0.027    (384,)             1       1        
tvmgen_default_fused_add_121           tvmgen_default_fused_add_1             9.095      0.027    (32,)              2       1        
tvmgen_default_fused_multiply_133      tvmgen_default_fused_multiply_13       9.095      0.027    (96,)              2       1        
tvmgen_default_fused_divide_35         tvmgen_default_fused_divide_3          9.093      0.027    (192,)             2       1        
tvmgen_default_fused_add_49            tvmgen_default_fused_add_4             9.091      0.027    (64,)              2       1        
tvmgen_default_fused_nn_relu_124       tvmgen_default_fused_nn_relu_12        9.085      0.027    (1, 128, 17, 17)   1       1        
tvmgen_default_fused_add_37            tvmgen_default_fused_add_37            9.083      0.027    (448,)             2       1        
tvmgen_default_fused_sqrt1             tvmgen_default_fused_sqrt              9.081      0.027    (32,)              1       1        
tvmgen_default_fused_sqrt_36           tvmgen_default_fused_sqrt_3            9.081      0.027    (192,)             1       1        
tvmgen_default_fused_divide_319        tvmgen_default_fused_divide_3          9.08       0.027    (192,)             2       1        
tvmgen_default_fused_divide_63         tvmgen_default_fused_divide_6          9.08       0.027    (384,)             2       1        
tvmgen_default_fused_nn_relu_15        tvmgen_default_fused_nn_relu_15        9.078      0.027    (1, 192, 8, 8)     1       1        
tvmgen_default_fused_sqrt_11           tvmgen_default_fused_sqrt_1            9.074      0.027    (64,)              1       1        
tvmgen_default_fused_add_112           tvmgen_default_fused_add_11            9.074      0.027    (192,)             2       1        
tvmgen_default_fused_divide_325        tvmgen_default_fused_divide_3          9.074      0.027    (192,)             2       1        
tvmgen_default_fused_sqrt_14           tvmgen_default_fused_sqrt_1            9.071      0.027    (64,)              1       1        
tvmgen_default_fused_add_33            tvmgen_default_fused_add_33            9.071      0.027    (320,)             2       1        
tvmgen_default_fused_divide_329        tvmgen_default_fused_divide_3          9.071      0.027    (192,)             2       1        
tvmgen_default_fused_negative_17       tvmgen_default_fused_negative_1        9.067      0.027    (64,)              1       1        
tvmgen_default_fused_add_56            tvmgen_default_fused_add_5             9.066      0.027    (64,)              2       1        
tvmgen_default_fused_add_182           tvmgen_default_fused_add_18            9.066      0.027    (96,)              2       1        
tvmgen_default_fused_sqrt_81           tvmgen_default_fused_sqrt_8            9.064      0.027    (160,)             1       1        
tvmgen_default_fused_negative1         tvmgen_default_fused_negative          9.06       0.027    (32,)              1       1        
tvmgen_default_fused_sqrt_51           tvmgen_default_fused_sqrt_5            9.06       0.027    (96,)              1       1        
tvmgen_default_fused_add_141           tvmgen_default_fused_add_14            9.055      0.027    (48,)              2       1        
tvmgen_default_fused_sqrt_56           tvmgen_default_fused_sqrt_5            9.054      0.027    (96,)              1       1        
tvmgen_default_fused_divide_612        tvmgen_default_fused_divide_6          9.051      0.027    (384,)             2       1        
tvmgen_default_fused_negative_61       tvmgen_default_fused_negative_6        9.05       0.027    (384,)             1       1        
tvmgen_default_fused_negative_15       tvmgen_default_fused_negative_1        9.049      0.027    (64,)              1       1        
tvmgen_default_fused_add_152           tvmgen_default_fused_add_15            9.047      0.027    (48,)              2       1        
tvmgen_default_fused_sqrt_72           tvmgen_default_fused_sqrt_7            9.047      0.027    (128,)             1       1        
tvmgen_default_fused_add_411           tvmgen_default_fused_add_4             9.044      0.027    (64,)              2       1        
tvmgen_default_fused_sqrt_37           tvmgen_default_fused_sqrt_3            9.043      0.027    (192,)             1       1        
tvmgen_default_fused_divide_323        tvmgen_default_fused_divide_3          9.041      0.027    (192,)             2       1        
tvmgen_default_fused_add_57            tvmgen_default_fused_add_5             9.039      0.027    (64,)              2       1        
tvmgen_default_fused_multiply_16       tvmgen_default_fused_multiply_16       9.037      0.027    (384,)             2       1        
tvmgen_default_fused_sqrt_311          tvmgen_default_fused_sqrt_3            9.037      0.027    (192,)             1       1        
tvmgen_default_fused_add_185           tvmgen_default_fused_add_18            9.036      0.027    (96,)              2       1        
tvmgen_default_fused_add_113           tvmgen_default_fused_add_11            9.035      0.027    (192,)             2       1        
tvmgen_default_fused_add2              tvmgen_default_fused_add               9.033      0.027    (32,)              2       1        
tvmgen_default_fused_multiply_11       tvmgen_default_fused_multiply_1        9.032      0.027    (32,)              2       1        
tvmgen_default_fused_sqrt_101          tvmgen_default_fused_sqrt_10           9.032      0.027    (448,)             1       1        
tvmgen_default_fused_negative2         tvmgen_default_fused_negative          9.029      0.027    (32,)              1       1        
tvmgen_default_fused_negative_41       tvmgen_default_fused_negative_4        9.029      0.027    (48,)              1       1        
tvmgen_default_fused_negative_75       tvmgen_default_fused_negative_7        9.028      0.027    (128,)             1       1        
tvmgen_default_fused_multiply_111      tvmgen_default_fused_multiply_11       9.027      0.027    (48,)              2       1        
tvmgen_default_fused_multiply_113      tvmgen_default_fused_multiply_11       9.026      0.027    (48,)              2       1        
tvmgen_default_fused_add_35            tvmgen_default_fused_add_35            9.026      0.027    (1, 192, 8, 8)     2       1        
tvmgen_default_fused_multiply_264      tvmgen_default_fused_multiply_26       9.026      0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_add_366           tvmgen_default_fused_add_36            9.026      0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_add_211           tvmgen_default_fused_add_21            9.025      0.027    (384,)             2       1        
tvmgen_default_fused_negative_72       tvmgen_default_fused_negative_7        9.024      0.027    (128,)             1       1        
tvmgen_default_fused_sqrt2             tvmgen_default_fused_sqrt              9.023      0.027    (32,)              1       1        
tvmgen_default_fused_sqrt_83           tvmgen_default_fused_sqrt_8            9.023      0.027    (160,)             1       1        
tvmgen_default_fused_add_371           tvmgen_default_fused_add_37            9.022      0.027    (448,)             2       1        
tvmgen_default_fused_sqrt_85           tvmgen_default_fused_sqrt_8            9.021      0.027    (160,)             1       1        
tvmgen_default_fused_divide_327        tvmgen_default_fused_divide_3          9.021      0.027    (192,)             2       1        
tvmgen_default_fused_sqrt_33           tvmgen_default_fused_sqrt_3            9.02       0.027    (192,)             1       1        
tvmgen_default_fused_multiply_6        tvmgen_default_fused_multiply_6        9.019      0.027    (80,)              2       1        
tvmgen_default_fused_negative_11       tvmgen_default_fused_negative_1        9.014      0.027    (64,)              1       1        
tvmgen_default_fused_negative_18       tvmgen_default_fused_negative_1        9.014      0.027    (64,)              1       1        
tvmgen_default_fused_divide_326        tvmgen_default_fused_divide_3          9.014      0.027    (192,)             2       1        
tvmgen_default_fused_negative_53       tvmgen_default_fused_negative_5        9.013      0.027    (96,)              1       1        
tvmgen_default_fused_sqrt_112          tvmgen_default_fused_sqrt_1            9.013      0.027    (64,)              1       1        
tvmgen_default_fused_negative_52       tvmgen_default_fused_negative_5        9.012      0.027    (96,)              1       1        
tvmgen_default_fused_add_44            tvmgen_default_fused_add_4             9.011      0.027    (64,)              2       1        
tvmgen_default_fused_negative_37       tvmgen_default_fused_negative_3        9.008      0.027    (192,)             1       1        
tvmgen_default_fused_divide_322        tvmgen_default_fused_divide_3          9.007      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_271      tvmgen_default_fused_multiply_27       9.007      0.027    (1, 448, 8, 8)     2       1        
tvmgen_default_fused_negative_54       tvmgen_default_fused_negative_5        9.006      0.027    (96,)              1       1        
tvmgen_default_fused_divide_313        tvmgen_default_fused_divide_3          9.006      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_232      tvmgen_default_fused_multiply_23       9.006      0.027    (1, 320, 8, 8)     2       1        
tvmgen_default_fused_add_117           tvmgen_default_fused_add_11            9.004      0.027    (192,)             2       1        
tvmgen_default_fused_add_38            tvmgen_default_fused_add_38            9.004      0.027    (448,)             2       1        
tvmgen_default_fused_negative_55       tvmgen_default_fused_negative_5        9.0        0.027    (96,)              1       1        
tvmgen_default_fused_add_45            tvmgen_default_fused_add_4             8.996      0.027    (64,)              2       1        
tvmgen_default_fused_add_511           tvmgen_default_fused_add_5             8.992      0.027    (64,)              2       1        
tvmgen_default_fused_sqrt_73           tvmgen_default_fused_sqrt_7            8.991      0.027    (128,)             1       1        
tvmgen_default_fused_sqrt_87           tvmgen_default_fused_sqrt_8            8.991      0.027    (160,)             1       1        
tvmgen_default_fused_sqrt_55           tvmgen_default_fused_sqrt_5            8.99       0.027    (96,)              1       1        
tvmgen_default_fused_sqrt_17           tvmgen_default_fused_sqrt_1            8.989      0.027    (64,)              1       1        
tvmgen_default_fused_add_142           tvmgen_default_fused_add_14            8.989      0.027    (48,)              2       1        
tvmgen_default_fused_add_261           tvmgen_default_fused_add_26            8.989      0.027    (128,)             2       1        
tvmgen_default_fused_nn_batch_flatten  tvmgen_default_fused_nn_batch_flatten  8.989      0.027    (1, 2048)          1       1        
tvmgen_default_fused_add1              tvmgen_default_fused_add               8.986      0.027    (32,)              2       1        
tvmgen_default_fused_add_46            tvmgen_default_fused_add_4             8.985      0.027    (64,)              2       1        
tvmgen_default_fused_add_1011          tvmgen_default_fused_add_10            8.985      0.027    (192,)             2       1        
tvmgen_default_fused_sqrt_92           tvmgen_default_fused_sqrt_9            8.985      0.027    (320,)             1       1        
tvmgen_default_fused_sqrt_86           tvmgen_default_fused_sqrt_8            8.984      0.027    (160,)             1       1        
tvmgen_default_fused_multiply_251      tvmgen_default_fused_multiply_25       8.984      0.027    (1, 192, 8, 8)     2       1        
tvmgen_default_fused_add_2911          tvmgen_default_fused_add_29            8.976      0.027    (160,)             2       1        
tvmgen_default_fused_sqrt_89           tvmgen_default_fused_sqrt_8            8.975      0.027    (160,)             1       1        
tvmgen_default_fused_add_369           tvmgen_default_fused_add_36            8.972      0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_add_51            tvmgen_default_fused_add_5             8.971      0.027    (64,)              2       1        
tvmgen_default_fused_sqrt_75           tvmgen_default_fused_sqrt_7            8.971      0.027    (128,)             1       1        
tvmgen_default_fused_negative_311      tvmgen_default_fused_negative_3        8.97       0.027    (192,)             1       1        
tvmgen_default_fused_sqrt_315          tvmgen_default_fused_sqrt_3            8.97       0.027    (192,)             1       1        
tvmgen_default_fused_add_368           tvmgen_default_fused_add_36            8.97       0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_negative_101      tvmgen_default_fused_negative_10       8.969      0.027    (448,)             1       1        
tvmgen_default_fused_multiply_81       tvmgen_default_fused_multiply_8        8.967      0.027    (192,)             2       1        
tvmgen_default_fused_negative_316      tvmgen_default_fused_negative_3        8.967      0.027    (192,)             1       1        
tvmgen_default_fused_add_59            tvmgen_default_fused_add_5             8.966      0.027    (64,)              2       1        
tvmgen_default_fused_sqrt_32           tvmgen_default_fused_sqrt_3            8.965      0.027    (192,)             1       1        
tvmgen_default_fused_multiply_265      tvmgen_default_fused_multiply_26       8.965      0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_negative_36       tvmgen_default_fused_negative_3        8.962      0.027    (192,)             1       1        
tvmgen_default_fused_add_108           tvmgen_default_fused_add_10            8.961      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_8        tvmgen_default_fused_multiply_8        8.96       0.027    (192,)             2       1        
tvmgen_default_fused_add_42            tvmgen_default_fused_add_4             8.959      0.027    (64,)              2       1        
tvmgen_default_fused_add_43            tvmgen_default_fused_add_4             8.959      0.027    (64,)              2       1        
tvmgen_default_fused_add_184           tvmgen_default_fused_add_18            8.957      0.027    (96,)              2       1        
tvmgen_default_fused_add_53            tvmgen_default_fused_add_5             8.955      0.027    (64,)              2       1        
tvmgen_default_fused_negative_33       tvmgen_default_fused_negative_3        8.955      0.027    (192,)             1       1        
tvmgen_default_fused_sqrt_38           tvmgen_default_fused_sqrt_3            8.953      0.027    (192,)             1       1        
tvmgen_default_fused_sqrt_811          tvmgen_default_fused_sqrt_8            8.953      0.027    (160,)             1       1        
tvmgen_default_fused_add_391           tvmgen_default_fused_add_39            8.952      0.027    (1, 448, 8, 8)     2       1        
tvmgen_default_fused_negative_12       tvmgen_default_fused_negative_1        8.951      0.027    (64,)              1       1        
tvmgen_default_fused_add_186           tvmgen_default_fused_add_18            8.951      0.027    (96,)              2       1        
tvmgen_default_fused_multiply_24       tvmgen_default_fused_multiply_24       8.95       0.027    (320,)             2       1        
tvmgen_default_fused_add_187           tvmgen_default_fused_add_18            8.948      0.027    (96,)              2       1        
tvmgen_default_fused_add_54            tvmgen_default_fused_add_5             8.945      0.027    (64,)              2       1        
tvmgen_default_fused_negative_85       tvmgen_default_fused_negative_8        8.944      0.027    (160,)             1       1        
tvmgen_default_fused_sqrt_314          tvmgen_default_fused_sqrt_3            8.944      0.027    (192,)             1       1        
tvmgen_default_fused_negative_35       tvmgen_default_fused_negative_3        8.943      0.027    (192,)             1       1        
tvmgen_default_fused_negative_51       tvmgen_default_fused_negative_5        8.942      0.027    (96,)              1       1        
tvmgen_default_fused_add_322           tvmgen_default_fused_add_32            8.942      0.027    (320,)             2       1        
tvmgen_default_fused_add_52            tvmgen_default_fused_add_5             8.941      0.027    (64,)              2       1        
tvmgen_default_fused_negative_82       tvmgen_default_fused_negative_8        8.941      0.027    (160,)             1       1        
tvmgen_default_fused_negative_86       tvmgen_default_fused_negative_8        8.941      0.027    (160,)             1       1        
tvmgen_default_fused_add_1015          tvmgen_default_fused_add_10            8.941      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_48       tvmgen_default_fused_multiply_4        8.94       0.027    (64,)              2       1        
tvmgen_default_fused_add_262           tvmgen_default_fused_add_26            8.94       0.027    (128,)             2       1        
tvmgen_default_fused_sqrt_39           tvmgen_default_fused_sqrt_3            8.939      0.027    (192,)             1       1        
tvmgen_default_fused_add_181           tvmgen_default_fused_add_18            8.938      0.027    (96,)              2       1        
tvmgen_default_fused_sqrt_84           tvmgen_default_fused_sqrt_8            8.938      0.027    (160,)             1       1        
tvmgen_default_fused_negative_112      tvmgen_default_fused_negative_1        8.935      0.027    (64,)              1       1        
tvmgen_default_fused_add_296           tvmgen_default_fused_add_29            8.934      0.027    (160,)             2       1        
tvmgen_default_fused_sqrt_316          tvmgen_default_fused_sqrt_3            8.934      0.027    (192,)             1       1        
tvmgen_default_fused_sqrt_35           tvmgen_default_fused_sqrt_3            8.933      0.027    (192,)             1       1        
tvmgen_default_fused_add_294           tvmgen_default_fused_add_29            8.93       0.027    (160,)             2       1        
tvmgen_default_fused_negative_81       tvmgen_default_fused_negative_8        8.929      0.027    (160,)             1       1        
tvmgen_default_fused_add_118           tvmgen_default_fused_add_11            8.929      0.027    (192,)             2       1        
tvmgen_default_fused_add_308           tvmgen_default_fused_add_30            8.927      0.027    (160,)             2       1        
